,編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
0,RPOOMLQKNHOFFAU17CA,一樓平面,0,13.39,nan
1,RPWOMLKLOHOFFAU57CA,一樓平面,0,13.51,nan
2,RPPPMLTKPHOFFAU87CA,一樓平面,0,13.4,nan
3,RPQPMLOLPHOFFAU57CA,一樓平面,0,13.4,nan
