,編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
686,RPQQMLRKPHOFFBF09CA,坡道平面,0,31.3,nan
687,RPQQMLRKPHOFFBF09CA,坡道平面,0,31.3,nan
688,RPQNMLMKPHOFFBF28CA,坡道平面,0,48.65,nan
689,RPQNMLMKPHOFFBF28CA,坡道平面,0,48.65,nan
690,RPWPMLLKPHOFFBF98CA,坡道平面,0,32.12,nan
691,RPUOMLLJQHOFFEF98CA,坡道平面,495000,33.05,nan
692,RPUOMLLJQHOFFEF98CA,坡道平面,495000,33.05,nan
693,SPUOMLLJQHOFFEF09CA,坡道平面,495000,33.05,nan
694,SPUOMLLJQHOFFEF09CA,坡道平面,495000,33.05,nan
695,TPUOMLLJQHOFFEF56CA,坡道平面,500000,31.4,nan
696,UPUOMLLJQHOFFEF66CA,坡道平面,450000,33.05,nan
697,VPUOMLLJQHOFFEF76CA,坡道平面,450000,33.05,nan
698,RPVOMLLJQHOFFEF09CA,坡道平面,500000,33.05,nan
699,SPVOMLLJQHOFFEF56CA,坡道平面,500000,33.05,nan
700,RPPQMLNJRHOFFEF98CA,坡道平面,0,36.7,nan
701,RPSOMLMKQHOFFGF56CA,坡道平面,0,40.17,nan
702,RPRNMLKKPHOFFBF38EA,坡道平面,0,nan,nan
703,RPSNMLPKPHOFFBF88DA,坡道平面,1650000,33.8,nan
704,RPSNMLPKPHOFFBF88DA,坡道平面,1650000,33.8,nan
705,RPRQMLMJQHOFFHF66CA,坡道平面,2300000,40.1,nan
706,RPQPMLOKQHOFFIF86CA,坡道平面,0,30.31,nan
707,RPWNMLOLPHOFFGF07CA,坡道機械,0,nan,nan
708,RPTOMLTLPHOFFGF37CA,一樓平面,0,nan,nan
709,RPRRMLQKPHOFFBF56CA,坡道平面,0,24.04,nan
710,RPTNMLPKPHOFFCF98CA,坡道平面,0,36.92,nan
711,RPRNMLTKPHOFFCF56CA,坡道機械,0,14.84,nan
712,RPTOMLLKPHOFFCF68CA,坡道平面,850000,39.15,nan
713,RPUOMLLKPHOFFCF78CA,坡道平面,1070000,39.15,nan
714,RPPOMLQJQHOFFBF68CA,坡道平面,0,nan,nan
715,RPVOMLQKPHOFFEF96CA,坡道平面,0,26.54,nan
716,RPQNMLSJQHOFFEF56CA,坡道機械,0,14.93,nan
717,RPRPMLQKPHOFFEF76DA,坡道平面,0,16.57,nan
718,RPPNMLRKPHOFFDF98DA,坡道平面,0,nan,nan
719,RPVRMLNKQHOFFEF27EA,坡道平面,400000,25.95,nan
720,RPVRMLNKQHOFFEF27EA,坡道平面,400000,25.95,nan
721,RPXPMLMKPHOFFHF17CA,坡道平面,0,nan,nan
722,RPWPMLOLPHOFFIF47CA,坡道平面,1750000,38.49,nan
723,RPOOMLKMPHOFFIF88CA,坡道平面,0,43.16,nan
724,RPVNMLSKPHOFFDF96CA,坡道平面,0,32.76,nan
725,RPQQMLQKPHOFFBF98CA,坡道平面,0,nan,nan
726,RPSOMLPLPHOFFBF98CA,坡道平面,1150000,22.73,nan
727,RPSOMLPLPHOFFBF98CA,坡道平面,1250000,22.73,nan
728,RPPOMLOLPHOFFBF58CA,坡道平面,1300000,29.28,nan
729,RPRPMLOKQHOFFBF88CA,坡道平面,2000000,30.01,nan
730,RPTOMLQLPHOFFCF66CA,坡道平面,1200000,23.77,nan
731,RPSRMLQLPHOFFBF76CA,坡道平面,0,32.95,nan
732,RPWSMLLMPHOFFBF86CA,坡道機械,0,nan,nan
733,RPVOMLQKPHOFFGF17CA,坡道平面,0,50.48,nan
734,RPVOMLQKPHOFFGF17CA,坡道平面,0,50.48,nan
735,RPPQMLOLPHOFFEF09CA,坡道平面,0,30.46,nan
736,RPWSMLRKPHOFFBF27CA,升降機械,900000,18.18,nan
737,RPWSMLRKPHOFFBF27CA,升降機械,900000,18.18,nan
738,RPWSMLRKPHOFFBF27CA,升降機械,900000,18.18,nan
739,RPROMLRKPHOFFCF09CA,坡道平面,850000,39.15,nan
740,RPVPMLQKPHOFFHF37CA,升降平面,2030000,36.66,nan
741,RPUSMLRJQHOFFIF77CA,坡道平面,0,41.48,nan
742,RPUSMLRJQHOFFIF77CA,坡道平面,0,41.48,nan
743,RPQSMLRJQHOFFIF37CA,坡道平面,0,41.48,nan
744,RPQSMLRJQHOFFIF37CA,坡道平面,0,41.48,nan
745,RPPTMLRJQHOFFIF37CA,坡道平面,0,41.48,nan
746,RPPTMLRJQHOFFIF37CA,坡道平面,0,41.48,nan
747,RPTUMLRJQHOFFIF87CA,坡道平面,0,41.48,nan
748,RPQTMLTKPHOFFHF67DA,升降機械,2000000,19.31,nan
749,RPQTMLMLPHOFFDF66DA,坡道平面,1300000,nan,nan
750,RPPNMLLLPHOFFDF48DA,坡道平面,0,nan,nan
751,RPWOMLOLPHOFFIF37CA,坡道平面,0,35.28,nan
752,RPWOMLOLPHOFFIF37CA,坡道平面,0,28.89,nan
753,RPQPMLOLPHOFFAF78DA,升降平面,0,nan,nan
754,RPQPMLOLPHOFFAF78DA,升降平面,0,nan,nan
755,RPPNMLTLPHOFFBF98CA,坡道平面,0,12.43,nan
756,RPPNMLTLPHOFFBF98CA,坡道平面,0,12.43,nan
757,RPRTMLMLPHOFFDF66CA,坡道平面,1450000,40.84,nan
758,RPSTMLMLPHOFFDF76CA,坡道平面,1450000,40.84,nan
759,RPTTMLMLPHOFFDF86CA,坡道平面,1400000,40.84,nan
760,RPUTMLMLPHOFFDF96CA,坡道平面,1450000,40.84,nan
761,RPWTMLMLPHOFFDF17CA,坡道平面,1350000,37.58,nan
762,RPTUMLMLPHOFFDF96CA,坡道平面,1450000,40.84,nan
763,RPUOMLSKPHOFFGF27CA,升降機械,0,nan,nan
764,RPUUMLSJQHOFFEF67CA,坡道平面,1400000,25.02,nan
765,RPTOMLTKQHOFFEF17CA,坡道機械,0,14.93,nan
766,RPUPMLPLPHOFFGF17CA,坡道平面,0,50.48,nan
767,RPTPMLLMPHOFFEF56CA,坡道平面,1900000,37.94,nan
768,RPTPMLLMPHOFFEF56CA,坡道平面,1900000,37.94,nan
769,RPTPMLLMPHOFFEF56CA,坡道平面,1900000,37.94,nan
770,RPWSMLTLPHOFFBF57CA,坡道平面,0,nan,nan
771,RPWSMLTLPHOFFBF57CA,坡道平面,0,nan,nan
772,RPROMLPKQHOFFBF88CA,坡道平面,1600000,36.46,nan
773,RPVOMLPJQHOFFHF17CA,坡道機械,0,31.64,nan
774,RPXNMLPLPHOFFHF37CA,坡道平面,1800000,38.13,nan
775,RPROMLTKPHOFFHF17CA,坡道平面,0,35.08,nan
776,RPPPMLOLPHOFFHF76DA,升降機械,0,14.09,nan
777,RPRPMLNLPHOFFIF86CA,坡道平面,0,33.6,nan
778,RPTNMLKMPHOFFAF48CA,坡道機械,0,21.58,nan
779,RPXOMLSJQHOFFBF07CA,坡道平面,0,16.44,nan
780,RPTPMLTKRHOFFBF07CA,坡道平面,0,31.72,nan
781,RPTPMLTKRHOFFBF07CA,坡道平面,0,36.71,nan
782,RPOOMLTKPHOFFCF98CA,坡道平面,0,nan,nan
783,RPVNMLNLPHOFFBF98CA,坡道平面,1550000,28.59,nan
784,RPVNMLNLPHOFFBF98CA,坡道平面,1550000,28.59,nan
785,RPRNMLNLPHOFFGF09CA,坡道平面,0,48.31,nan
786,RPRNMLKKQHOFFGF78CA,坡道機械,1500000,27.8,nan
787,RPUQMLRJQHOFFEF17CA,坡道平面,0,42.94,nan
788,RPTOMLNLPHOFFEF56CA,塔式車位,0,32.6,nan
789,RPUOMLNLPHOFFEF66CA,塔式車位,0,32.6,nan
790,RPWUMLLJQHOFFBF86CA,坡道平面,0,37.12,nan
791,RPOOMLNLPHOFFCF48CA,坡道平面,850000,39.15,nan
792,RPROMLNJRHOFFAF78EA,坡道平面,0,34.18,nan
793,RPPNMLKMPHOFFGF88EA,坡道機械,0,nan,nan
794,RPROMLPLPHOFFIF96CA,坡道平面,0,37.63,nan
795,RPOOMLQLPHOFFIF76CA,坡道平面,0,39.03,nan
796,RPUNMLNKQHOFFIF96CA,坡道平面,0,46.15,nan
797,RPTNMLLMPHOFFAF58CA,升降平面,1850000,20.27,nan
798,RPXNMLLMPHOFFAF98CA,升降平面,1650000,19.01,nan
799,RPOOMLLMPHOFFAF18CA,升降平面,1700000,19.01,nan
800,RPPOMLLMPHOFFAF28CA,升降平面,1650000,19.01,nan
801,RPVOMLLMPHOFFAF88CA,升降平面,1800000,19.01,nan
802,RPQNMLSKQHOFFCF09CA,坡道平面,1900000,31.95,nan
803,RPTQMLQLPHOFFBF76CA,坡道平面,0,32.37,nan
804,RPSOMLQLPHOFFBF09CA,坡道平面,0,nan,nan
805,RPPPMLPLPHOFFBF78CA,坡道平面,0,nan,nan
806,RPPPMLPLPHOFFBF78CA,坡道平面,0,nan,nan
807,RPSWMLQJQHOFFBF17CA,坡道平面,0,47.08,nan
808,RPSWMLQJQHOFFBF17CA,坡道平面,0,47.08,nan
809,RPQOMLPJQHOFFEF98CA,坡道平面,1150000,37.86,nan
810,RPTNMLRJQHOFFGF96CA,升降機械,0,15.22,nan
811,RPQNMLOJQHOFFGF98CA,坡道平面,0,35.26,nan
812,RPVOMLLMPHOFFGF86CA,坡道平面,2000000,28.37,nan
813,RPQPMLPLPHOFFGF76CA,坡道平面,2000000,nan,nan
814,RPSOMLPJQHOFFDF09CA,坡道平面,0,nan,nan
815,RPROMLTKQHOFFDF86CA,坡道平面,0,nan,nan
816,RPRPMLPLPHOFFBF98CA,坡道平面,1650000,36.46,nan
817,RPUOMLRLQHOFFHF47CA,坡道平面,2200000,37.63,nan
818,RPUPMLLLQHOFFHF96CA,坡道平面,2100000,37.63,nan
819,RPPPMLPLPHOFFHF96EA,坡道平面,0,43.61,nan
820,RPRNMLQLQHOFFHF17EA,坡道平面,0,40.87,nan
821,RPPVMLRJQHOFFIF57CA,坡道平面,0,41.48,nan
822,RPPVMLRJQHOFFIF57CA,坡道平面,0,41.48,nan
823,RPQVMLRJQHOFFIF67CA,坡道平面,0,41.48,nan
824,RPRVMLRJQHOFFIF77CA,坡道平面,0,41.48,nan
825,RPRVMLRJQHOFFIF77CA,坡道平面,0,41.48,nan
826,RPQRMLQLPHOFFBF56CA,坡道平面,0,24.3,nan
827,RPSOMLQJQHOFFBF98CA,坡道平面,1300000,34.08,nan
828,RPSOMLQJQHOFFBF98CA,坡道平面,1300000,34.08,nan
829,RPQOMLLMPHOFFDF68CA,坡道平面,1000000,34.7,nan
830,RPXOMLKMPHOFFDF66CA,坡道平面,0,nan,nan
831,RPVNMLMJQHOFFEF09CA,坡道平面,0,nan,nan
832,RPTPMLTLPHOFFGF47CA,坡道平面,0,49.31,nan
833,RPQPMLTKQHOFFGF17CA,升降機械,525000,12.41,nan
834,RPQPMLTKQHOFFGF17CA,升降機械,525000,12.41,nan
835,RPQPMLTKQHOFFGF17CA,升降機械,525000,12.41,nan
836,RPQPMLTKQHOFFGF17CA,升降機械,525000,12.41,nan
837,RPQPMLTKQHOFFGF17CA,升降機械,525000,12.41,nan
838,RPPPMLPJQHOFFEF98CA,坡道平面,1150000,37.86,nan
839,RPRPMLKMPHOFFEF88CA,坡道平面,0,24.11,nan
840,RPUSMLQLPHOFFBF07CA,坡道平面,0,31.05,nan
841,RPOTMLQLPHOFFBF56CA,坡道平面,0,nan,nan
842,RPOTMLQLPHOFFBF56CA,坡道平面,0,nan,nan
843,RPQPNLMKQHOFFIF76CA,坡道平面,0,42.33,nan
844,RPQSMLLMPHOFFIF96CA,坡道平面,0,50.33,nan
845,RPVRMLRKJHPFFBF76EA,一樓平面,0,nan,nan
846,RPPRMLMKQHOFFBF68CA,坡道平面,0,28.45,nan
