,編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
83,RPVNMLKLOHOFFBJ98CA,坡道平面,1000000,28.17,nan
84,RPWNMLKLOHOFFBJ09CA,坡道平面,0,28.17,nan
85,RPWNMLKLOHOFFBJ09CA,坡道平面,0,28.17,nan
86,RPRQMLKLOHOFFBJ88CA,坡道平面,900000,28.17,nan
87,RPSQMLKLOHOFFBJ98CA,坡道平面,750000,28.17,nan
88,RPTQMLKLOHOFFBJ09CA,坡道平面,0,28.17,nan
89,RPTQMLKLOHOFFBJ09CA,坡道平面,0,26.97,nan
90,RPUQMLKLOHOFFBJ56CA,坡道平面,0,28.17,nan
91,RPUQMLKLOHOFFBJ56CA,坡道平面,0,26.97,nan
92,RPWQMLKLOHOFFBJ76CA,坡道平面,750000,28.17,nan
93,RPXQMLKLOHOFFBJ86CA,坡道平面,810000,28.17,nan
94,RPORMLKLOHOFFBJ68CA,坡道平面,750000,28.17,nan
95,RPRRMLKLOHOFFBJ98CA,坡道平面,750000,28.17,nan
96,RPSRMLKLOHOFFBJ09CA,坡道平面,850000,26.97,nan
97,RPTRMLKLOHOFFBJ56CA,坡道平面,900000,28.17,nan
98,RPURMLKLOHOFFBJ66CA,坡道平面,750000,28.17,nan
99,RPPQMLKLOHOFFBJ68CA,坡道平面,990000,28.17,nan
100,RPRTMLKLOHOFFBJ56CA,坡道平面,750000,28.17,nan
101,RPSTMLKLOHOFFBJ66CA,坡道平面,860000,28.17,nan
102,RPTTMLKLOHOFFBJ76CA,坡道平面,1000000,28.17,nan
103,RPVTMLKLOHOFFBJ96CA,坡道平面,1150000,28.17,nan
104,RPXRMLKLOHOFFBJ96CA,坡道平面,750000,28.17,nan
105,RPOSMLKLOHOFFBJ78CA,坡道平面,900000,28.17,nan
106,RPPSMLKLOHOFFBJ88CA,坡道平面,750000,28.17,nan
107,RPQSMLKLOHOFFBJ98CA,坡道平面,900000,28.17,nan
108,RPRSMLKLOHOFFBJ09CA,坡道平面,850000,26.97,nan
109,RPSSMLKLOHOFFBJ56CA,坡道平面,1000000,28.17,nan
110,RPTSMLKLOHOFFBJ66CA,坡道平面,750000,28.17,nan
111,RPVSMLKLOHOFFBJ86CA,坡道平面,620000,26.97,nan
112,RPWSMLKLOHOFFBJ96CA,坡道平面,860000,28.17,nan
113,RPOTMLKLOHOFFBJ88CA,坡道平面,0,28.17,nan
114,RPOTMLKLOHOFFBJ88CA,坡道平面,0,28.17,nan
115,RPURMLTKOHOFFBJ47CA,坡道平面,750000,28.17,nan
116,RPXRMLTKOHOFFBJ77CA,坡道平面,900000,28.17,nan
117,RPOSMLTKOHOFFBJ96CA,坡道平面,740000,28.17,nan
118,RPQSMLTKOHOFFBJ17CA,坡道平面,900000,28.17,nan
119,RPRSMLTKOHOFFBJ27CA,坡道平面,1000000,28.17,nan
120,RPSSMLTKOHOFFBJ37CA,坡道平面,1000000,29.36,nan
121,RPTSMLTKOHOFFBJ47CA,坡道平面,900000,28.17,nan
122,RPUSMLTKOHOFFBJ57CA,坡道平面,1000000,28.17,nan
123,RPVSMLTKOHOFFBJ67CA,坡道平面,900000,28.17,nan
124,RPXNMLSKOHOFFBJ27CA,坡道平面,850000,26.97,nan
125,RPOOMLSKOHOFFBJ09CA,坡道平面,750000,28.17,nan
126,RPPOMLSKOHOFFBJ56CA,坡道平面,760000,26.97,nan
127,RPQOMLSKOHOFFBJ66CA,坡道平面,700000,26.97,nan
128,RPROMLSKOHOFFBJ76CA,坡道平面,680000,28.17,nan
129,RPSOMLSKOHOFFBJ86CA,坡道平面,750000,28.17,nan
130,RPTOMLSKOHOFFBJ96CA,坡道平面,0,28.17,nan
131,RPTOMLSKOHOFFBJ96CA,坡道平面,0,28.17,nan
132,RPUOMLSKOHOFFBJ07CA,坡道平面,900000,28.17,nan
133,RPVOMLSKOHOFFBJ17CA,坡道平面,940000,28.17,nan
134,RPWOMLSKOHOFFBJ27CA,坡道平面,100000,28.17,nan
135,RPXOMLSKOHOFFBJ37CA,坡道平面,100000,28.17,nan
136,RPOPMLSKOHOFFBJ56CA,坡道平面,1150000,28.17,nan
137,RPPPMLSKOHOFFBJ66CA,坡道平面,1000000,28.17,nan
138,RPQPMLSKOHOFFBJ76CA,坡道平面,600000,28.17,nan
139,RPRPMLSKOHOFFBJ86CA,坡道平面,1000000,28.17,nan
140,RPSPMLSKOHOFFBJ96CA,坡道平面,1000000,28.17,nan
141,RPTPMLSKOHOFFBJ07CA,坡道平面,1150000,28.17,nan
142,RPRRMLRKOHOFFBJ96CA,坡道平面,750000,28.17,nan
143,RPVPMLSKOHOFFBJ27CA,坡道平面,700000,26.97,nan
144,RPVNMLTKOHOFFBJ17CA,坡道平面,680000,28.17,nan
145,RPWNMLTKOHOFFBJ27CA,坡道平面,1000000,28.17,nan
146,RPXNMLTKOHOFFBJ37CA,坡道平面,850000,26.97,nan
147,RPTRMLRKOHOFFBJ17CA,坡道平面,750000,28.17,nan
148,RPURMLRKOHOFFBJ27CA,坡道平面,750000,28.17,nan
149,RPVRMLRKOHOFFBJ37CA,坡道平面,670000,28.17,nan
150,RPQOMLRKOHOFFBJ56CA,坡道平面,750000,28.17,nan
151,RPWQMLRKOHOFFBJ37CA,坡道平面,850000,26.97,nan
152,RPXQMLRKOHOFFBJ47CA,坡道平面,700000,26.97,nan
153,RPORMLRKOHOFFBJ66CA,坡道平面,900000,28.17,nan
154,RPPRMLRKOHOFFBJ76CA,坡道平面,1000000,28.17,nan
155,RPSOMLRKOHOFFBJ76CA,坡道平面,940000,28.17,nan
156,RPTOMLRKOHOFFBJ86CA,坡道平面,750000,28.17,nan
157,RPVOMLRKOHOFFBJ07CA,坡道平面,900000,28.17,nan
158,RPWOMLRKOHOFFBJ17CA,坡道平面,750000,28.17,nan
159,RPPPMLRKOHOFFBJ56CA,坡道平面,900000,28.17,nan
160,RPQPMLRKOHOFFBJ66CA,坡道平面,750000,28.17,nan
161,RPRPMLRKOHOFFBJ76CA,坡道平面,1000000,28.17,nan
162,RPTPMLRKOHOFFBJ96CA,坡道平面,1000000,28.17,nan
163,RPUPMLRKOHOFFBJ07CA,坡道平面,1000000,28.17,nan
164,RPVPMLRKOHOFFBJ17CA,坡道平面,900000,28.17,nan
165,RPWPMLRKOHOFFBJ27CA,坡道平面,900000,28.17,nan
166,RPXPMLRKOHOFFBJ37CA,坡道平面,750000,28.17,nan
167,RPOQMLRKOHOFFBJ56CA,坡道平面,750000,28.17,nan
168,RPRNMLPKOHOFFBJ98CA,坡道平面,900000,28.17,nan
169,RPSNMLPKOHOFFBJ09CA,坡道平面,750000,28.17,nan
170,RPTNMLPKOHOFFBJ56CA,坡道平面,100000,28.17,nan
171,RPUNMLPKOHOFFBJ66CA,坡道平面,0,28.17,nan
172,RPUNMLPKOHOFFBJ66CA,坡道平面,0,28.17,nan
173,RPVNMLPKOHOFFBJ76CA,坡道平面,1000000,28.17,nan
174,RPQNMLQKOHOFFBJ98CA,坡道平面,0,28.17,nan
175,RPQNMLQKOHOFFBJ98CA,坡道平面,0,28.17,nan
176,RPRNMLQKOHOFFBJ09CA,坡道平面,850000,26.97,nan
177,RPSNMLQKOHOFFBJ56CA,坡道平面,750000,28.17,nan
178,RPTNMLQKOHOFFBJ66CA,坡道平面,830000,28.17,nan
179,RPUNMLQKOHOFFBJ76CA,坡道平面,1000000,28.17,nan
180,RPVNMLQKOHOFFBJ86CA,坡道平面,570000,26.97,nan
181,RPWNMLQKOHOFFBJ96CA,坡道平面,750000,28.17,nan
182,RPXNMLQKOHOFFBJ07CA,坡道平面,900000,28.17,nan
183,RPPOMLQKOHOFFBJ98CA,坡道平面,900000,28.17,nan
184,RPQOMLQKOHOFFBJ09CA,坡道平面,750000,28.17,nan
185,RPROMLQKOHOFFBJ56CA,坡道平面,900000,28.17,nan
186,RPTOMLQKOHOFFBJ76CA,坡道平面,600000,26.97,nan
187,RPUOMLQKOHOFFBJ86CA,坡道平面,1000000,28.17,nan
188,RPVOMLQKOHOFFBJ96CA,坡道平面,750000,28.17,nan
189,RPWOMLQKOHOFFBJ07CA,坡道平面,800000,28.17,nan
190,RPXOMLQKOHOFFBJ17CA,坡道平面,630000,28.17,nan
191,RPQPMLQKOHOFFBJ56CA,坡道平面,1000000,28.17,nan
192,RPRPMLQKOHOFFBJ66CA,坡道平面,1000000,28.17,nan
193,RPSPMLQKOHOFFBJ76CA,坡道平面,950000,26.97,nan
194,RPTPMLQKOHOFFBJ86CA,坡道平面,950000,26.97,nan
195,RPPNMLRKOHOFFBJ98CA,坡道平面,1040000,28.17,nan
196,RPQNMLRKOHOFFBJ09CA,坡道平面,1000000,28.17,nan
197,RPRNMLRKOHOFFBJ56CA,坡道平面,1150000,28.17,nan
198,RPSNMLRKOHOFFBJ66CA,坡道平面,1000000,28.17,nan
199,RPWSMLTKOHOFFBJ77CA,坡道平面,850000,26.97,nan
200,RPPNMLKLOHOFFBJ38CA,坡道平面,900000,28.17,nan
201,RPUTMLPJPHOFFCJ37CA,坡道平面,1300000,nan,nan
202,RPRWMLPJPHOFFCJ37CA,坡道平面,950000,nan,nan
203,RPQUMLPJPHOFFCJ07CA,坡道平面,900000,nan,nan
204,RPVOMLSJPHOFFCJ27CA,坡道平面,0,nan,nan
205,RPPPMLTJPHOFFCJ86CA,坡道機械,0,nan,nan
206,RPPNMLMKPHOFFCJ68CA,坡道平面,950000,nan,nan
207,RPQNMLPKPHOFFCJ09CA,坡道平面,0,nan,nan
208,RPQNMLPKPHOFFCJ09CA,坡道平面,0,nan,nan
209,RPRNMLPKPHOFFCJ56CA,坡道平面,830000,nan,nan
210,RPRPMLMKPHOFFBJ98CA,坡道平面,0,27.43,nan
211,RPORMLTKOHOFFBJ86CA,坡道平面,1500000,29.92,nan
212,RPORMLTKOHOFFBJ86CA,坡道平面,1500000,29.92,nan
213,RPORMLTKOHOFFBJ86CA,坡道平面,1500000,29.92,nan
214,RPPPMLRLOHOFFBJ66CA,坡道平面,1300000,48.28,nan
215,RPQPMLRLOHOFFBJ76CA,坡道平面,1350000,48.28,nan
216,RPRPMLRLOHOFFBJ86CA,坡道平面,1300000,48.28,nan
217,RPSPMLRLOHOFFBJ96CA,坡道平面,1300000,48.28,nan
218,RPTPMLRLOHOFFBJ07CA,坡道平面,1450000,48.28,nan
219,RPUPMLRLOHOFFBJ17CA,坡道平面,1350000,49.49,nan
220,RPWPMLRLOHOFFBJ37CA,坡道平面,1250000,48.28,nan
221,RPXPMLRLOHOFFBJ47CA,坡道平面,1150000,47.12,nan
222,RPOQMLRLOHOFFBJ66CA,坡道平面,1350000,48.28,nan
223,RPPQMLRLOHOFFBJ76CA,坡道平面,1350000,48.28,nan
224,RPQQMLRLOHOFFBJ86CA,坡道平面,0,48.28,nan
225,RPQQMLRLOHOFFBJ86CA,坡道平面,0,48.28,nan
226,RPRQMLRLOHOFFBJ96CA,坡道平面,1300000,48.28,nan
227,RPSQMLRLOHOFFBJ07CA,坡道平面,1300000,48.28,nan
228,RPTQMLRLOHOFFBJ17CA,坡道平面,1300000,48.28,nan
229,RPUQMLRLOHOFFBJ27CA,坡道平面,1500000,48.28,nan
230,RPVQMLRLOHOFFBJ37CA,坡道平面,1500000,48.28,nan
231,RPWQMLRLOHOFFBJ47CA,坡道平面,1300000,48.28,nan
232,RPXNMLLKPHOFFCJ76CA,坡道平面,0,52.78,nan
233,RPSTMLRLOHOFFBJ37CA,坡道平面,900000,28.17,nan
234,RPTTMLRLOHOFFBJ47CA,坡道平面,810000,28.17,nan
235,RPRSMLRLOHOFFBJ17CA,坡道平面,900000,28.17,nan
236,RPSSMLRLOHOFFBJ27CA,坡道平面,1000000,28.17,nan
237,RPUSMLRLOHOFFBJ47CA,坡道平面,1000000,28.17,nan
238,RPVSMLRLOHOFFBJ57CA,坡道平面,1000000,28.17,nan
239,RPWSMLRLOHOFFBJ67CA,坡道平面,1000000,28.17,nan
240,RPXSMLRLOHOFFBJ77CA,坡道平面,1000000,28.17,nan
241,RPOTMLRLOHOFFBJ96CA,坡道平面,1000000,28.17,nan
242,RPPSMLRLOHOFFBJ96CA,坡道平面,0,26.78,nan
243,SPPSMLRLOHOFFBJ07CA,坡道平面,0,26.78,nan
244,RPVTMLRLOHOFFBJ67CA,坡道平面,900000,28.17,nan
245,RPWTMLRLOHOFFBJ77CA,坡道平面,720000,28.17,nan
246,RPXTMLRLOHOFFBJ87CA,坡道平面,880000,28.17,nan
247,RPOUMLRLOHOFFBJ07CA,坡道平面,750000,28.17,nan
248,RPPUMLRLOHOFFBJ17CA,坡道平面,1070000,28.17,nan
249,RPQUMLRLOHOFFBJ27CA,坡道平面,900000,28.17,nan
