,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號
88,新豐鄉,土地,後湖段埔頂小段1173-2地號,573.1,nan,特定農業區,農牧用地,1080514,土地1建物0車位0,nan,nan,其他,nan,nan,nan,0.0,0,0,0,有,無,1700000,2966.0,nan,0.0,0,親友、員工或其他特殊關係間之交易。；,RPRNMLLMNHOFFDJ88CA,0.0,0.0,0.0,nan,nan
89,湖口鄉,房地(土地+建物),新竹縣湖口鄉吳厝路32號五樓之1,51.6,nan,特定農業區,甲種建築用地,1061117,土地4建物1車位0,五層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071204.0,71.13,2,2,1,有,有,3200000,44988.0,nan,0.0,0,農地上做分管停車用並含在總價款裡,RPOOMLLKOHOFFDJ58CA,52.22,0.0,5.99,nan,nan
90,湖口鄉,房地(土地+建物),新竹縣湖口鄉吳厝路30號二樓之1,51.6,nan,特定農業區,甲種建築用地,1061108,土地4建物1車位0,二層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071204.0,71.13,2,2,1,有,有,3500000,49206.0,nan,0.0,0,農地上做分管停車用並含在總價款裡,RPQOMLLKOHOFFDJ78CA,52.22,0.0,5.99,nan,nan
91,湖口鄉,房地(土地+建物),新竹縣湖口鄉吳厝路30號三樓之1,51.6,nan,特定農業區,甲種建築用地,1061107,土地4建物1車位0,三層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071204.0,71.13,2,2,1,有,有,3300000,46394.0,nan,0.0,0,農地上做分管停車用並含在總價款裡,RPROMLLKOHOFFDJ88CA,52.22,0.0,5.99,nan,nan
92,湖口鄉,房地(土地+建物),新竹縣湖口鄉吳厝路30號四樓之1,51.6,nan,特定農業區,甲種建築用地,1061125,土地4建物1車位0,四層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071204.0,71.13,2,2,1,有,有,3300000,46394.0,nan,0.0,0,農地上做分管停車用並含在總價款裡,RPTOMLLKOHOFFDJ09CA,52.22,0.0,5.99,nan,nan
93,湖口鄉,房地(土地+建物),新竹縣湖口鄉吳厝路30號五樓之1,51.6,nan,特定農業區,甲種建築用地,1061125,土地4建物1車位0,五層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071204.0,71.13,2,2,1,有,有,3300000,46394.0,nan,0.0,0,農地上做分管停車用並含在總價款裡,RPUOMLLKOHOFFDJ56CA,52.22,0.0,5.99,nan,nan
94,湖口鄉,房地(土地+建物),新竹縣湖口鄉吳厝路30號二樓,58.98,nan,特定農業區,甲種建築用地,1061111,土地4建物1車位0,二層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071204.0,94.39,3,2,2,有,有,4400000,46615.0,nan,0.0,0,農地上做分管停車用並含在總價款裡,RPVOMLLKOHOFFDJ66CA,71.28,0.0,5.97,nan,nan
95,關西鎮,建物,新竹縣關西鎮中興路４號,0.0,nan,nan,nan,1080512,土地0建物1車位0,全,三層,透天厝,住商用,加強磚造,nan,261.54,5,1,3,有,無,3000000,11471.0,nan,0.0,0,親友、員工或其他特殊關係間之交易。；,RPOOMLOJOHOFFBJ58CA,261.54,0.0,0.0,nan,nan
96,竹北市,房地(土地+建物),新竹縣竹北市勝利八街一段３７９號,16.27,商,nan,nan,1080326,土地1建物1車位0,一層，見其他登記事項,二十九層,店面(店鋪),商業用,鋼筋混凝土造,1070418.0,146.79,0,0,0,無,有,23800000,162136.0,nan,0.0,0,nan,RPUOMLLMNHOFFBJ09CA,102.75,0.0,2.87,nan,nan
97,竹東鎮,土地,員崠段1064地號,79.18,nan,山坡地保育區,殯葬用地,1080514,土地1建物0車位0,nan,nan,其他,nan,nan,nan,0.0,0,0,0,有,無,47508,600.0,nan,0.0,0,有民情風俗因素之交易。；,RPVOMLPLOHOFFCJ07CA,0.0,0.0,0.0,nan,nan
98,湖口鄉,房地(土地+建物),新竹縣湖口鄉吳厝路30號四樓,58.98,nan,特定農業區,甲種建築用地,1061117,土地4建物1車位0,四層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071204.0,94.39,3,2,2,有,有,4400000,46615.0,nan,0.0,0,農地上做分管停車用並含在總價款裡,RPWOMLLKOHOFFDJ76CA,71.28,0.0,5.97,nan,nan
99,湖口鄉,房地(土地+建物),新竹縣湖口鄉吳厝路30號五樓,58.98,nan,特定農業區,甲種建築用地,1061113,土地4建物1車位0,五層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071204.0,94.39,3,2,2,有,有,4400000,46615.0,nan,0.0,0,農地上做分管停車用並含在總價款裡,RPXOMLLKOHOFFDJ86CA,71.28,0.0,5.97,nan,nan
100,湖口鄉,房地(土地+建物),新竹縣湖口鄉吳厝路32號二樓,58.98,nan,特定農業區,甲種建築用地,1061111,土地4建物1車位0,二層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071204.0,94.39,3,2,2,有,有,4500000,47675.0,nan,0.0,0,農地上做分管停車用並含在總價款裡,RPOPMLLKOHOFFDJ68CA,71.28,0.0,5.97,nan,nan
101,湖口鄉,房地(土地+建物),新竹縣湖口鄉吳厝路32號四樓,58.98,nan,特定農業區,甲種建築用地,1061115,土地4建物1車位0,四層,五層,華廈(10層含以下有電梯),見其他登記事項,鋼筋混凝土造,1071204.0,94.39,3,2,2,有,有,4480000,47463.0,nan,0.0,0,農地上做分管停車用並含在總價款裡,RPPPMLLKOHOFFDJ78CA,71.28,0.0,5.97,nan,nan
