編號,土地位置,土地移轉面積(平方公尺),使用分區或編定,權利人持分分母,權利人持分分子,移轉情形,地號
RPOPMLSKPHOFFDA58CA,永春段三小段,0.28,都市：其他:道路用地(公共設施用地),36,1,持分移轉,730001
RPTOMLOLPHOFFDA68CA,福德段一小段,25.88,都市：住,16,1,持分移轉,6520000
RPVNMLPLPHOFFDA88CA,福德段三小段,27.5,都市：住,4,1,持分移轉,4430000
RPROMLRKPHOFFDA68CA,寶清段四小段,30,都市：住,4,1,持分移轉,3580000
RPSQMLSJQHOFFCA98CA,康寧段三小段,17.38,都市：其他:市場用地,100000,420,持分移轉,2670001
RPPNMLQKPHOFFDA28CA,信義段三小段,7.22,都市：其他:特定業務區(信義計畫特定專用區),10000,22,持分移轉,360001
RPQNMLQKPHOFFDA38CA,敦化段一小段,30.86,都市：住,294,7,持分移轉,5620000
RPSNMLRKPHOFFDA68CA,美仁段二小段,8.09,都市：商,100000,785,持分移轉,2860000
RPSNMLRKPHOFFDA68CA,美仁段二小段,1.7,都市：住,100000,785,持分移轉,2860001
RPTPMLQKPHOFFDA88CA,民生段,33.57,都市：住,1000,11,持分移轉,1050000
RPPPMLQKPHOFFDA48CA,信義段一小段,16.02,都市：住,10000,16,持分移轉,2690000
RPOOMLPLPHOFFEA38CA,行義段三小段,24.41,都市：住,10000,224,持分移轉,1850000
RPSQMLPKPHOFFDA78CA,敦化段三小段,0.73,都市：商,62815,372,持分移轉,110000
RPSQMLPKPHOFFDA78CA,敦化段三小段,1.53,都市：商,62815,372,持分移轉,120000
RPSQMLPKPHOFFDA78CA,敦化段三小段,0.18,都市：商,62815,372,持分移轉,230001
RPSQMLPKPHOFFDA78CA,敦化段三小段,2.07,都市：商,62815,372,持分移轉,250000
RPSQMLPKPHOFFDA78CA,敦化段三小段,0.31,都市：商,62815,372,持分移轉,290000
RPSQMLPKPHOFFDA78CA,敦化段三小段,0.07,都市：商,62815,372,持分移轉,90000
RPTOMLPLPHOFFEA88CA,陽明段一小段,28.01,都市：住,10000,121,持分移轉,4050000
RPTPMLPKPHOFFEA88CA,陽明段四小段,30.8,都市：住,10,1,持分移轉,5990000
RPRPMLPKPHOFFEA68CA,行義段三小段,15.53,都市：住,10000,115,持分移轉,5350000
RPVPMLPKPHOFFEA09CA,文林段五小段,20.38,都市：住,10000,934,持分移轉,1800000
RPVPMLPKPHOFFEA09CA,文林段五小段,0.19,都市：其他:道路用地(公共設施用地),10000,934,持分移轉,1800001
RPTOMLMKQHOFFCA38CA,德惠段四小段,3.81,都市：商,10000,57,持分移轉,4200000
RPWPMLPKPHOFFEA56CA,三玉段四小段,25.48,都市：住,10000,554,持分移轉,2520000
RPQNMLSKPHOFFEA68CA,富安段一小段,661.88,都市：其他:娛樂區,1,1,全筆移轉,2010005
RPRNMLSKPHOFFEA78CA,關渡段一小段,1467.25,都市：其他:公園用地,12,3,持分移轉,1320000
RPSPMLSJQHOFFCA88CA,長安段二小段,6.33,都市：住,80000,879,持分移轉,7050000
RPSPMLSJQHOFFCA88CA,長安段二小段,2.08,都市：住,80000,879,持分移轉,7060000
RPSPMLSJQHOFFCA88CA,長安段二小段,5.07,都市：商,80000,879,持分移轉,7070000
RPSPMLSJQHOFFCA88CA,長安段二小段,9.97,都市：商,80000,879,持分移轉,7080000
RPVNMLQKPHOFFEA98CA,新民段三小段,29.52,都市：商,10000,164,持分移轉,4170000
RPOOMLQKPHOFFEA38CA,三玉段四小段,400,都市：住,1,1,全筆移轉,5240000
RPOOMLQKPHOFFEA38CA,三玉段四小段,63,都市：其他:道路用地,1,1,全筆移轉,5250000
RPUPMLSJQHOFFCA09CA,長安段二小段,5.84,都市：住,80000,811,持分移轉,7050000
RPUPMLSJQHOFFCA09CA,長安段二小段,1.92,都市：住,80000,811,持分移轉,7060000
RPUPMLSJQHOFFCA09CA,長安段二小段,4.67,都市：商,80000,811,持分移轉,7070000
RPUPMLSJQHOFFCA09CA,長安段二小段,9.2,都市：商,80000,811,持分移轉,7080000
RPVPMLOLPHOFFCA88CA,榮星段七小段,14.94,都市：住,10000,143,持分移轉,90000
RPQPMLSJQHOFFEA88CA,福順段一小段,47.93,都市：住,10000,511,持分移轉,960000
RPSNMLQKPHOFFFA78CA,懷生段二小段,13.26,都市：住,10000,175,持分移轉,2270000
RPSNMLQKPHOFFFA78CA,懷生段二小段,0.02,都市：住,10000,175,持分移轉,2220010
RPSNMLQKPHOFFFA78CA,懷生段二小段,2.06,都市：商,10000,175,持分移轉,2220011
RPUNMLRKPHOFFFA09CA,仁愛段一小段,0.05,都市：商,10000,1,持分移轉,530000
RPRNMLQKPHOFFAA28DA,政大段三小段,0.37,都市：住,112,1,持分移轉,4230000
RPRNMLQKPHOFFAA28DA,政大段三小段,0.46,都市：其他:堤防用地,112,1,持分移轉,4240000
RPRNMLQKPHOFFAA28DA,政大段三小段,0.32,都市：其他:堤防用地,112,1,持分移轉,4250000
RPRNMLQKPHOFFAA28DA,政大段三小段,0.48,都市：住,112,1,持分移轉,4260000
RPOPMLQLPHOFFDA48CA,敦化段二小段,6.21,都市：商,10000,23,持分移轉,5090000
RPOPMLQLPHOFFDA48CA,敦化段二小段,1.58,都市：商,10000,23,持分移轉,5090001
RPOPMLQLPHOFFDA48CA,敦化段二小段,0.01,都市：其他:道路用地(公共設施用地)【48/3/13】,10000,23,持分移轉,5090002
RPPQMLPKPHOFFAA28DA,南海段二小段,2.85,都市：商,10000,25,持分移轉,3320000
RPPQMLPKPHOFFAA28DA,南海段二小段,1.58,都市：住,10000,25,持分移轉,4050000
RPPNMLTKPHOFFAA38DA,興安段三小段,7.39,都市：住,100000,412,持分移轉,490000
RPXOMLMKQHOFFFA09CA,懷生段三小段,29.72,都市：住,10000,1429,持分移轉,810000
RPVOMLQKPHOFFBA88DA,雙園段二小段,26.75,都市：住,200000,2314,持分移轉,7750000
RPOOMLTKPHOFFBA48DA,大同段一小段,1.42,都市：住,10696,5,持分移轉,4470002
RPRSMLQKPHOFFCA98DA,長安段三小段,0.02,都市：商,100000,2,持分移轉,270000
RPRSMLQKPHOFFCA98DA,長安段三小段,0.01,都市：商,100000,2,持分移轉,430000
RPWNMLKLPHOFFCA48DA,德惠段三小段,2.44,都市：住,10000,23,持分移轉,5230000
RPWNMLKLPHOFFCA48DA,德惠段三小段,4.12,都市：住,10000,23,持分移轉,5230001
RPOQMLTKPHOFFCA78DA,碧湖段一小段,88.32,都市：住,10000,588,持分移轉,5110000
RPOQMLTKPHOFFCA78DA,碧湖段一小段,3.88,都市：住,10000,588,持分移轉,5130001
RPXOMLQKPHOFFEA76DA,百齡段六小段,19.46,都市：住,10000,116,持分移轉,8110000
RPOOMLKLPHOFFEA97DA,海光段一小段,25.75,都市：住,4,1,持分移轉,3480000
RPPNMLQKPHOFFEA48DA,富安段一小段,143.57,都市：其他:娛樂區,900,187,持分移轉,2990000
RPROMLSKPHOFFEA88CA,行義段三小段,51.01,都市：住,10000,277,持分移轉,360000
RPWNMLKLPHOFFEA68DA,桃源段五小段,26.84,都市：住,30000,180,持分移轉,5270000
RPXNMLKLPHOFFEA78DA,立農段二小段,26.74,都市：住,10000,200,持分移轉,2530000
RPPOMLNLPHOFFFA48DA,仁愛段一小段,39.41,都市：住,10000,1104,持分移轉,140000
RPPRMLTKPHOFFCA98DA,長安段四小段,9.27,都市：住,10000,760,持分移轉,4010000
RPPRMLTKPHOFFCA98DA,長安段四小段,9.42,都市：住,10000,760,持分移轉,4020000
RPRRMLTKPHOFFCA56DA,文德段四小段,33.75,都市：住,10000,105,持分移轉,2450000
RPUNMLKLPHOFFCA28DA,中山段三小段,3.43,都市：商,10000,24,持分移轉,3120000
RPWNMLRKPHOFFDA56DA,南港段一小段,1.66,都市：商,10000,345,持分移轉,1970000
RPWNMLRKPHOFFDA56DA,南港段一小段,12.49,都市：商,10000,345,持分移轉,2030000
RPWNMLRKPHOFFDA56DA,南港段一小段,4.07,都市：商,10000,345,持分移轉,2040000
RPPNMLNLPHOFFDA18DA,新光段二小段,21.15,都市：住,38000,20,持分移轉,4090000
RPPOMLKLPHOFFDA97DA,南港段四小段,37.36,都市：住,10000,139,持分移轉,3420000
RPVTMLQKPHOFFCA86DA,東湖段八小段,11.24,都市：住,20000,242,持分移轉,30000
RPVTMLQKPHOFFCA86DA,東湖段八小段,35.25,都市：住,20000,242,持分移轉,40000
RPVTMLQKPHOFFCA86DA,東湖段八小段,29.26,都市：住,20000,242,持分移轉,50000
RPSSMLRKPHOFFCA56DA,德惠段三小段,16.08,都市：商,4530,99,持分移轉,8820000
RPUSMLNLPHOFFCA09DA,東湖段七小段,29.68,都市：住,500,14,持分移轉,1780000
RPOOMLRKPHOFFFA58CA,瑞安段二小段,10.6,都市：住,10000,125,持分移轉,2380000
RPROMLQKPHOFFFA78CA,學府段一小段,24.12,都市：住,100000,1099,持分移轉,2940000
RPROMLQKPHOFFFA78CA,學府段一小段,0.25,都市：住,272,2,持分移轉,4550000
RPWOMLQKPHOFFFA66CA,大安段三小段,7.28,都市：其他:敦化南北路特定專用區（B區）,10000,33,持分移轉,20000
RPRNMLRKPHOFFFA78CA,仁愛段三小段,28.81,都市：住,10000,139,持分移轉,2320000
RPTOMLOLPHOFFFA88CA,通化段六小段,46,都市：住,4,1,持分移轉,3400000
RPXNMLMLPHOFFFA98CA,通化段四小段,8,都市：商,53,8,持分移轉,6260000
RPXNMLMLPHOFFFA98CA,通化段四小段,8,都市：商,53,8,持分移轉,6270000
RPXNMLMLPHOFFFA98CA,通化段四小段,7.46,都市：商,46,7,持分移轉,6280000
RPUNMLRLPHOFFAA78DA,南海段二小段,4.33,都市：商,1000000,20710,持分移轉,2320000
RPUNMLRLPHOFFAA78DA,南海段二小段,15.51,都市：商,1000000,20710,持分移轉,2350000
RPROMLMKQHOFFDA28CA,西松段一小段,40.5,都市：住,4,1,持分移轉,6450000
RPWPMLLLIIOFFCA08CA,北安段三小段,24.43,都市：住,10000,277,持分移轉,6760000
RPPNMLOJQHOFFDA08CA,新光段一小段,13.55,都市：住,10000,166,持分移轉,1760025
RPPNMLOJQHOFFDA08CA,新光段二小段,12.37,都市：住,10000,166,持分移轉,70008
RPQOMLQLPHOFFFA88DA,懷生段二小段,0.06,都市：住,10000,299,持分移轉,4260000
RPQOMLQLPHOFFFA88DA,懷生段二小段,3.59,都市：住,10000,299,持分移轉,4270000
RPQQMLPJQHOFFDA58CA,吳興段二小段,40.99,都市：住,10000,198,持分移轉,5970000
RPQOMLOKQHOFFEA48CA,三合段,41.18,都市：住,100000,1803,持分移轉,630000
RPOQMLLLQHOFFDA18CA,福德段一小段,12.94,都市：住,4000,69,持分移轉,9040000
RPPQMLLLQHOFFDA28CA,福德段一小段,14.27,都市：住,1000000,13800,持分移轉,9220000
RPPPMLPJQHOFFDA38CA,福德段三小段,5.75,都市：其他:道路用地,48,2,持分移轉,2720000
RPUOMLQKPHOFFEA98CA,文林段三小段,8.23,都市：商,10000,238,持分移轉,70000
RPUPMLNKQHOFFDA78CA,民生段,6.48,都市：住,10000,193,持分移轉,490015
RPUPMLNKQHOFFDA78CA,民生段,6.74,都市：住,10000,193,持分移轉,490000
RPUPMLNKQHOFFDA78CA,民生段,6.95,都市：住,10000,193,持分移轉,490002
RPUPMLNKQHOFFDA78CA,民生段,6.27,都市：住,10000,193,持分移轉,490014
RPVNMLLMPHOFFFA88DA,大安段一小段,7.34,都市：住,10000,86,持分移轉,3390000
RPRNMLRKPHOFFEA68CA,光華段四小段,7.73,都市：住,100000,529,持分移轉,8000000
RPRNMLRKPHOFFEA68CA,光華段四小段,0.3,都市：住,100000,529,持分移轉,8020001
RPOPMLSKPHOFFEA68CA,豐年段二小段,41.5,都市：住,2,1,持分移轉,4010000
RPUPMLMLPHOFFEA78CA,蘭雅段二小段,0.22,都市：住,1400000,141,持分移轉,5890000
RPWOMLMLQHOFFEA98CA,立農段五小段,31.63,都市：住,10000,1810,持分移轉,5860001
RPUOMLOKQHOFFEA88CA,三合段,41.18,都市：住,100000,1803,持分移轉,630000
RPXOMLOKQHOFFEA56CA,三合段,38.17,都市：住,100000,1671,持分移轉,630000
RPQOMLPKQHOFFFA68CA,大安段三小段,1.21,都市：住,10000,11,持分移轉,650000
RPUOMLMKQHOFFEA68CA,至善段四小段,1262.04,都市：其他:保護區,100000,49363,持分移轉,4090000
RPROMLQKPHOFFDA58CA,中南段二小段,32.65,都市：住,5400,270,持分移轉,3370000
RPSOMLRKPHOFFDA78CA,玉成段三小段,0.01,都市：其他:策略型工業區,18000,2,持分移轉,5020000
RPSOMLRKPHOFFDA78CA,玉成段三小段,0,都市：其他:道路用地(公共設施用地),18000,2,持分移轉,5020001
RPSOMLRKPHOFFDA78CA,玉成段三小段,0.45,都市：其他:策略型工業區但是否在道路用地應依建築線或地籍測量分割後再確定,10000,1,持分移轉,5030000
RPSOMLRKPHOFFDA78CA,玉成段三小段,0,都市：其他:道路用地(公共設施用地),10000,1,持分移轉,5030001
RPPPMLQLPHOFFEA68CA,八仙段二小段,1379.5,都市：農,1,1,全筆移轉,2230000
RPPOMLRKPHOFFDA48CA,永吉段二小段,8.31,都市：商,53130,169,持分移轉,10000
RPPOMLRKPHOFFDA48CA,永吉段二小段,5.2,都市：住,53130,169,持分移轉,10003
RPWOMLRKPHOFFDA56CA,美仁段一小段,0.99,都市：住,75000,57,持分移轉,180005
RPWOMLRKPHOFFDA56CA,美仁段一小段,22.07,都市：住,339000,1409,持分移轉,20000
RPWOMLRKPHOFFDA56CA,美仁段一小段,4.73,都市：住,863000,329,持分移轉,20001
RPTPMLLMPHOFFCA48CA,文德段四小段,38.09,都市：住,10000,358,持分移轉,2030002
RPUOMLTKPHOFFDA56CA,逸仙段三小段,33.22,都市：住,10000,1082,持分移轉,4300000
RPUOMLTKPHOFFDA56CA,逸仙段三小段,3.5,都市：其他:道路用地(公共設施用地),4,1,持分移轉,4350000
RPUOMLTKPHOFFDA56CA,逸仙段三小段,4.5,都市：其他:道路用地(公共設施用地),4,1,持分移轉,4360000
RPUOMLTKPHOFFDA56CA,逸仙段三小段,0.5,都市：住,4,1,持分移轉,4360001
RPTNMLNLPHOFFDA48CA,虎林段四小段,5.79,都市：商,85238244,110664,持分移轉,7850000
RPTNMLNLPHOFFDA48CA,虎林段四小段,0.58,都市：住,85238244,110664,持分移轉,7860001
RPPPMLMJQHOFFCA97CA,文德段五小段,4.08,都市：其他:科技工業區,1000000,990,持分移轉,2750000
RPVOMLMJQHOFFCA48CA,文德段五小段,38.5,都市：其他:科技工業區,1000000,9337,持分移轉,2750000
RPTOMLTKPHOFFEA56CA,百齡段四小段,24,都市：住,4,1,持分移轉,1750000
RPXOMLMJQHOFFCA68CA,文德段五小段,16.22,都市：其他:科技工業區,1000000,3933,持分移轉,2750000
RPUOMLTKPHOFFEA66CA,三玉段五小段,4.61,都市：住,100000,177,持分移轉,5430000
RPPQMLTKPHOFFCA78CA,吉林段四小段,1.97,都市：商,10000,24,持分移轉,6690000
RPXOMLLJQHOFFCA58CA,碧湖段一小段,19.64,都市：其他:保護區,1,1,全筆移轉,2870009
RPPTMLRKPHOFFCA88CA,正義段三小段,5.38,都市：商,10000,28,持分移轉,3840000
RPVRMLQKPHOFFCA56CA,長春段一小段,18.32,都市：住,74478,95,持分移轉,1740000
RPQOMLQLPHOFFEA68CA,關渡段二小段,20.04,都市：住,30000,242,持分移轉,3320000
RPWNMLOKQHOFFCA78CA,金泰段,18.44,都市：其他:娛樂區,100000,649,持分移轉,70005
RPXPMLTLPHOFFBA86CA,雙園段一小段,23.75,都市：住,4,1,持分移轉,2300000
RPXNMLPLPHOFFBA88CA,華中段一小段,22.75,都市：住,4,1,持分移轉,2180000
RPXNMLPLPHOFFBA88CA,華中段一小段,41.75,都市：住,4,1,持分移轉,2190000
RPVPMLKMPHOFFEA78CA,豐年段四小段,70,都市：工,1,1,全筆移轉,4150000
RPVPMLKMPHOFFEA78CA,豐年段四小段,563.6,都市：工,1,1,全筆移轉,4160000
RPVPMLKMPHOFFEA78CA,豐年段四小段,139.4,都市：工,1,1,全筆移轉,4160001
RPVPMLKMPHOFFEA78CA,豐年段四小段,606,都市：工,1,1,全筆移轉,4170000
RPVPMLKMPHOFFEA78CA,豐年段四小段,46,都市：工,1,1,全筆移轉,4180000
RPPOMLRKPHOFFBA28CA,華江段二小段,3.64,都市：住,100000,419,持分移轉,940000
RPPOMLRKPHOFFBA28CA,華江段二小段,1.21,都市：住,100000,419,持分移轉,940001
RPSNMLOLPHOFFCA38CA,文德段二小段,27.75,都市：住,10000,147,持分移轉,460000
RPRNMLSKPHOFFBA48CA,迪化段一小段,5.09,都市：商,10000,99,持分移轉,410000
RPRNMLSKPHOFFBA48CA,迪化段一小段,0.39,都市：商,10000,99,持分移轉,420000
RPOOMLQKPHOFFBA08CA,青年段一小段,48.01,都市：住,100000,377,持分移轉,860000
RPXNMLRKPHOFFBA98CA,雙園段三小段,34.75,都市：住,4,1,持分移轉,1230000
RPOSMLSJQHOFFCA78CA,長安段二小段,6.33,都市：住,80000,879,持分移轉,7050000
RPOSMLSJQHOFFCA78CA,長安段二小段,2.08,都市：住,80000,879,持分移轉,7060000
RPOSMLSJQHOFFCA78CA,長安段二小段,5.07,都市：商,80000,879,持分移轉,7070000
RPOSMLSJQHOFFCA78CA,長安段二小段,9.97,都市：商,80000,879,持分移轉,7080000
RPPSMLSJQHOFFCA88CA,長安段二小段,6.31,都市：住,80000,876,持分移轉,7050000
RPPSMLSJQHOFFCA88CA,長安段二小段,2.07,都市：住,80000,876,持分移轉,7060000
RPPSMLSJQHOFFCA88CA,長安段二小段,5.05,都市：商,80000,876,持分移轉,7070000
RPPSMLSJQHOFFCA88CA,長安段二小段,9.94,都市：商,80000,876,持分移轉,7080000
RPVNMLNLPHOFFAA38CA,政大段一小段,56.8,都市：住,10000,213,持分移轉,760000
RPPPMLNLPHOFFAA97CA,博嘉段四小段,27.17,都市：住,10000,206,持分移轉,2010000
RPPPMLNLPHOFFAA97CA,博嘉段四小段,0.2,都市：其他:道路用地(公共設施用地)【64/12/24】,10000,206,持分移轉,2010001
RPPPMLNLPHOFFAA97CA,博嘉段四小段,1.56,都市：其他:道路用地(公共設施用地)【58/4/28】,10000,206,持分移轉,2020000
RPPPMLNLPHOFFAA97CA,博嘉段四小段,0.17,都市：其他:道路用地(公共設施用地)【58/4/28】,10000,206,持分移轉,2030000
RPOOMLKMPHOFFEA97CA,芝山段一小段,37.3,都市：住,10000,160,持分移轉,9080000
RPXOMLMLPHOFFAA58CA,華興段二小段,0.21,都市：住,10000,1,持分移轉,540000
RPXOMLMLPHOFFAA58CA,華興段二小段,41.63,都市：住,10000,70,持分移轉,590000
RPTOMLRKPHOFFAA58CA,實踐段二小段,29,都市：住,8,1,持分移轉,1080000
RPVOMLRKPHOFFAA78CA,興安段二小段,31.63,都市：住,100000,906,持分移轉,6370000
RPOPMLNKQHOFFAA87CA,政大段二小段,32.88,都市：住,100000,1099,持分移轉,4730000
RPUOMLOLPHOFFAA48CA,公訓段二小段,5.86,都市：住,100000,593,持分移轉,4880000
RPPOMLMJQHOFFAA67CA,萬芳段二小段,299.88,都市：住,10000,88,持分移轉,6000000
RPWSMLQKPHOFFCA76CA,吉林段五小段,3.05,都市：商,100000,86,持分移轉,3140000
RPRSMLSJQHOFFCA09CA,長安段二小段,6.33,都市：住,80000,879,持分移轉,7050000
RPRSMLSJQHOFFCA09CA,長安段二小段,2.08,都市：住,80000,879,持分移轉,7060000
RPRSMLSJQHOFFCA09CA,長安段二小段,5.07,都市：商,80000,879,持分移轉,7070000
RPRSMLSJQHOFFCA09CA,長安段二小段,9.97,都市：商,80000,879,持分移轉,7080000
RPVNMLSKPHOFFBA88CA,延平段二小段,9,都市：其他:特定專用區,1,1,全筆移轉,9170000
RPVNMLSKPHOFFBA88CA,延平段二小段,229,都市：其他:特定專用區,1,1,全筆移轉,9170001
RPVNMLSKPHOFFBA88CA,延平段二小段,1,都市：其他:特定專用區,1,1,全筆移轉,9180000
RPVNMLSKPHOFFBA88CA,延平段二小段,19,都市：其他:特定專用區,1,1,全筆移轉,9180001
SPXNMLSKPHOFFBA56CA,雙連段二小段,10.49,都市：商,100000,3077,持分移轉,7520000
RPXNMLSKPHOFFBA09CA,雙連段二小段,9.6,都市：商,100000,2814,持分移轉,7520000
RPSOMLNLPHOFFAA18CA,實踐段二小段,40.42,都市：住,10000,325,持分移轉,6600000
RPTOMLNLPHOFFAA28CA,實踐段三小段,63.87,都市：住,10000,453,持分移轉,6100000
RPXPMLNKQHOFFBA88CA,市府段三小段,9.52,都市：商,10000,100,持分移轉,20000
RPXPMLNKQHOFFBA88CA,市府段三小段,0.02,都市：其他:道路用地,10000,100,持分移轉,20002
RPPNMLMLPHOFFBA77CA,雙連段二小段,7.82,都市：商,100000,2294,持分移轉,7520000
RPUNMLMLPHOFFBA28CA,雙連段二小段,10.49,都市：商,100000,3077,持分移轉,7520000
RPVNMLPKQHOFFAA58CA,景美段五小段,130,都市：商,1,1,全筆移轉,7770000
RPUNMLQJQHOFFAA48CA,興安段二小段,24.82,都市：住,100000,711,持分移轉,6370000
RPSOMLSJQHOFFBA68CA,青年段一小段,36.61,都市：住,100000,692,持分移轉,860031
SPPOMLMJQHOFFAA77CA,萬芳段二小段,323.73,都市：住,10000,95,持分移轉,6000000
RPUNMLNKQHOFFBA38CA,文昌段二小段,16,都市：住,4,1,持分移轉,6130000
RPQNMLTKPHOFFBA48CA,龍山段一小段,14.68,都市：商,100000,1194,持分移轉,3200000
RPWPMLTLPHOFFBA76CA,雙園段二小段,17.92,都市：住,200000,1550,持分移轉,7750000
RPXPMLMLPHOFFBA78CA,玉泉段一小段,0.52,都市：商,100000,20,持分移轉,10140000
RPVSMLRKPHOFFCA76CA,東湖段一小段,22.96,都市：住,10000,54,持分移轉,300004
RPUPMLMLPHOFFBA48CA,圓環段三小段,7.63,都市：商,10000,71,持分移轉,720000
RPROMLPLPHOFFBA38CA,漢中段三小段,0.05,都市：其他:道路用地,10000,460,持分移轉,800002
RPROMLPLPHOFFBA38CA,漢中段三小段,14.72,都市：商,10000,460,持分移轉,800000
RPQUMLRKPHOFFCA09CA,正義段一小段,1.48,都市：商,10000,10,持分移轉,3930000
RPSOMLSKPHOFFCA78CA,西湖段一小段,0.37,都市：住,100000,5,持分移轉,6330000
RPOOMLSKPHOFFCA38CA,長安段一小段,32.77,都市：住,10000,97,持分移轉,7210000
RPTTMLRKPHOFFCA66CA,榮星段五小段,26.62,都市：住,10000,122,持分移轉,560000
RPPQMLSKPHOFFCA68CA,碧湖段四小段,15.48,都市：其他:交通用地(公共設施用地),500000,1755,持分移轉,4610000
RPPRMLSKPHOFFCA78CA,石潭段四小段,38.87,都市：住,10000,212,持分移轉,2350000
RPPRMLSKPHOFFCA78CA,石潭段四小段,44.9,都市：住,10000,212,持分移轉,2350001
RPQNMLOLPHOFFCA18CA,康寧段一小段,0.18,都市：商,100000,1411,持分移轉,2290005
RPQNMLOLPHOFFCA18CA,大湖段二小段,22.91,都市：商,100000,1411,持分移轉,2130001
RPQNMLOLPHOFFCA18CA,大湖段二小段,18.78,都市：商,100000,1411,持分移轉,2180000
RPQNMLOLPHOFFCA18CA,大湖段二小段,12.83,都市：商,100000,1411,持分移轉,2240000
RPPNMLPLPHOFFCA18CA,吉林段三小段,14.5,都市：住,6,1,持分移轉,5370000
RPWNMLKMPHOFFCA48CA,潭美段五小段,34.21,都市：住,100000,4985,持分移轉,1660000
RPQRMLQLPHOFFCA78CA,碧湖段一小段,34.32,都市：住,10000,197,持分移轉,8220000
RPQRMLQLPHOFFCA78CA,碧湖段一小段,0.14,都市：其他:道路用地(公共設施用地),10000,197,持分移轉,8220005
RPQRMLQLPHOFFCA78CA,碧湖段一小段,2.74,都市：住,10000,197,持分移轉,8340000
RPRRMLQLPHOFFCA88CA,碧湖段四小段,39.64,都市：住,10000,286,持分移轉,5540000
RPOPMLMKQHOFFCA97CA,文德段一小段,9.46,都市：其他:道路用地,786996,57756,持分移轉,490000
RPRNMLRJQHOFFCA48CA,吉林段四小段,25.2,都市：住,5,1,持分移轉,3000000
RPXOMLTKPHOFFDA86CA,中南段二小段,50.65,都市：住,30000,694,持分移轉,8650000
RPUNMLKLPHOFFDA28CA,民生段,23.97,都市：住,10000,35,持分移轉,1050001
RPXNMLKLPHOFFDA58CA,西松段三小段,15.75,都市：住,10000,694,持分移轉,6260000
RPRPMLTKPHOFFDA98CA,經貿段,33.13,都市：住,10000,404,持分移轉,370001
RPRNMLMLPHOFFDA18CA,中南段一小段,24.53,都市：住,10000,220,持分移轉,370000
RPPPMLSKPHOFFDA68CA,敦化段五小段,29.5,都市：住,56,7,持分移轉,270006
RPXNMLSKPHOFFDA66CA,吳興段一小段,0.5,都市：其他:道路用地,4,1,持分移轉,4980001
RPXNMLSKPHOFFDA66CA,吳興段一小段,36,都市：住,4,1,持分移轉,4980000
RPOOMLSKPHOFFDA48CA,寶清段二小段,0.22,都市：商,100000,20,持分移轉,3310000
RPPOMLSKPHOFFDA58CA,寶清段二小段,0.22,都市：商,100000,20,持分移轉,3310000
RPTNMLPKQHOFFCA58CA,潭美段四小段,13.45,都市：住,100000,643,持分移轉,4810000
RPPOMLNLPHOFFCA08CA,東湖段五小段,43.07,都市：住,10000,128,持分移轉,4650000
RPUNMLTKPHOFFDA09CA,永吉段一小段,22.38,都市：住,100000,1398,持分移轉,1220000
RPXPMLSKPHOFFDA86CA,逸仙段三小段,0.86,都市：住,10000,40,持分移轉,7530001
RPXPMLSKPHOFFDA86CA,逸仙段三小段,0.37,都市：住,10000,40,持分移轉,8660000
RPXPMLSKPHOFFDA86CA,逸仙段三小段,0.7,都市：商,10000,40,持分移轉,8660001
RPQPMLOLPHOFFDA48CA,永吉段三小段,45,都市：住,1,1,全筆移轉,5640000
RPTNMLMLPHOFFBA18CA,雙連段二小段,9.6,都市：商,100000,2814,持分移轉,7520000
RPQNMLMLPHOFFBA87CA,雙連段二小段,7.82,都市：商,100000,2294,持分移轉,7520000
RPSNMLMLPHOFFBA08CA,雙連段二小段,9.65,都市：商,100000,2829,持分移轉,7520000
RPRNMLMLPHOFFBA97CA,雙連段二小段,9.65,都市：商,100000,2829,持分移轉,7520000
RPQNMLPLPHOFFDA38CA,祥和段二小段,20.2,都市：住,100,10,持分移轉,5840000
RPROMLQLPHOFFDA68CA,美仁段一小段,32.66,都市：住,57000,494,持分移轉,180007
RPPNMLSKPHOFFDA48CA,西松段三小段,13.75,都市：其他:道路用地(公共設施用地)。,4,1,持分移轉,4290000
RPPNMLSKPHOFFDA48CA,西松段三小段,27,都市：住,4,1,持分移轉,4300000
RPVOMLRKPHOFFDA09CA,?和段二小段,5.36,都市：住,28,1,持分移轉,6360000
RPPPMLRKPHOFFDA58CA,玉成段四小段,20.29,都市：住,14,1,持分移轉,3920001
RPPPMLRKPHOFFDA58CA,玉成段四小段,9.86,都市：住,14,1,持分移轉,3930000
RPTQMLQLPHOFFEA56CA,天玉段三小段,20.42,都市：住,80,9,持分移轉,3300000
RPTQMLQLPHOFFEA56CA,天玉段三小段,37.16,都市：住,80,9,持分移轉,4260000
RPTQMLQLPHOFFEA56CA,天玉段三小段,10.08,都市：住,80,8,持分移轉,4280000
RPTQMLQLPHOFFEA56CA,天玉段三小段,24.32,都市：住,80,9,持分移轉,4300000
RPTQMLQLPHOFFEA56CA,天玉段三小段,43.9,都市：住,80,9,持分移轉,4310000
RPTQMLQLPHOFFEA56CA,天玉段三小段,16.85,都市：住,80,9,持分移轉,4320000
RPTQMLQLPHOFFEA56CA,天玉段三小段,130.47,都市：其他:保護區,360,44,持分移轉,4330000
