,編號,車位類別,車位價格,車位面積平方公尺,車位所在樓層
0,RPUNMLOJPHOFFAX87CA,坡道平面,0,nan,nan
1,RPRNMLPJPHOFFAX77DA,坡道平面,0,nan,nan
